































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.618	0.083	0.083	0.53	0.51	0.377	0.374	0.387	0.328	0.349	0.323	0.372
B	0.173	0.1	0.104	0.095	0.093	0.083	0.083	0.083	0.083	0.083	0.083	0.083
C	0.622	0.083	0.083	0.585	0.522	0.396	0.51	0.44	0.344	0.438	0.36	0.544
D	0.353	0.232	0.131	0.158	0.101	0.083	0.083	0.083	0.083	0.083	0.083	0.083
E	0.593	0.082	0.085	0.419	0.444	0.469	0.442	0.507	0.407	0.401	0.373	0.687
F	0.413	0.167	0.126	0.104	0.088	0.082	0.082	0.082	0.082	0.082	0.082	0.082
G	0.847	0.083	0.084	0.546	0.562	0.54	0.527	0.54	0.475	0.484	0.507	0.526
H	0.436	0.417	0.177	0.16	0.199	0.083	0.083	0.083	0.083	0.083	0.083	0.083
