































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.413	0.076	0.077	0.267	0.244	0.236	0.161	0.111	0.106	0.09	0.08	0.079
B	0.079	0.081	0.08	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
C	0.387	0.076	0.077	0.255	0.258	0.227	0.205	0.138	0.104	0.084	0.079	0.081
D	0.079	0.079	0.079	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
E	0.405	0.075	0.076	0.34	0.329	0.17	0.19	0.136	0.125	0.085	0.079	0.079
F	0.08	0.078	0.078	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
G	0.461	0.076	0.075	0.364	0.359	0.293	0.128	0.137	0.093	0.081	0.081	0.079
H	0.08	0.079	0.078	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
