































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.704	0.084	0.082	0.442	0.389	0.364	0.312	0.165	0.101	0.102	0.132	0.131
B	0.096	0.089	0.09	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084
C	0.482	0.086	0.088	0.434	0.442	0.418	0.351	0.292	0.155	0.112	0.175	0.223
D	0.177	0.092	0.087	0.086	0.086	0.086	0.086	0.086	0.086	0.086	0.086	0.086
E	0.821	0.083	0.084	0.462	0.446	0.45	0.47	0.396	0.161	0.137	0.108	0.121
F	0.1	0.093	0.092	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083
G	0.596	0.082	0.083	0.479	0.523	0.473	0.444	0.409	0.209	0.211	0.234	0.165
H	0.157	0.087	0.085	0.082	0.082	0.082	0.082	0.082	0.082	0.082	0.082	0.082
