































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.475	0.079	0.078	0.352	0.348	0.286	0.256	0.237	0.227	0.199	0.117	0.121
B	0.093	0.088	0.087	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079
C	0.475	0.078	0.079	0.4	0.391	0.355	0.287	0.3	0.301	0.235	0.273	0.279
D	0.189	0.161	0.111	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078
E	0.576	0.077	0.076	0.352	0.365	0.345	0.323	0.331	0.321	0.313	0.221	0.19
F	0.127	0.092	0.088	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
G	0.496	0.076	0.076	0.376	0.363	0.403	0.365	0.365	0.391	0.387	0.341	0.294
H	0.334	0.31	0.197	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
