































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.643	0.084	0.084	0.494	0.495	0.617	0.53	0.608	0.424	0.413	0.414	0.509
B	0.362	0.25	0.196	0.155	0.082	0.084	0.084	0.084	0.084	0.084	0.084	0.084
C	0.73	0.084	0.084	0.573	0.58	0.538	0.564	0.554	0.51	0.486	0.374	0.579
D	0.381	0.393	0.242	0.139	0.082	0.084	0.084	0.084	0.084	0.084	0.084	0.084
E	0.561	0.084	0.084	0.502	0.542	0.612	0.588	0.464	0.482	0.459	0.42	0.568
F	0.468	0.513	0.16	0.141	0.082	0.084	0.084	0.084	0.084	0.084	0.084	0.084
G	0.552	0.084	0.093	0.553	0.581	0.546	0.57	0.517	0.536	0.556	0.565	0.502
H	0.506	0.495	0.446	0.298	0.081	0.084	0.084	0.084	0.084	0.084	0.084	0.084
