































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.615	0.083	0.083	0.493	0.508	0.345	0.343	0.335	0.343	0.343	0.338	0.608
B	0.314	0.111	0.108	0.106	0.09	0.083	0.083	0.083	0.083	0.083	0.083	0.083
C	0.635	0.085	0.082	0.504	0.496	0.533	0.48	0.371	0.343	0.427	0.346	0.365
D	0.33	0.155	0.146	0.156	0.135	0.085	0.085	0.085	0.085	0.085	0.085	0.085
E	0.572	0.083	0.083	0.384	0.45	0.462	0.48	0.379	0.372	0.387	0.379	0.494
F	0.51	0.143	0.098	0.093	0.091	0.083	0.083	0.083	0.083	0.083	0.083	0.083
G	0.758	0.083	0.082	0.556	0.604	0.549	0.552	0.489	0.428	0.43	0.46	0.454
H	0.446	0.186	0.123	0.107	0.169	0.083	0.083	0.083	0.083	0.083	0.083	0.083
