































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.501	0.078	0.078	0.355	0.302	0.284	0.297	0.264	0.226	0.202	0.171	0.12
B	0.103	0.083	0.081	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078
C	0.453	0.077	0.077	0.367	0.382	0.34	0.326	0.304	0.272	0.247	0.17	0.182
D	0.135	0.107	0.08	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
E	0.451	0.076	0.076	0.364	0.36	0.348	0.343	0.327	0.332	0.262	0.128	0.181
F	0.078	0.086	0.08	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
G	0.506	0.077	0.077	0.387	0.408	0.399	0.38	0.383	0.35	0.327	0.252	0.152
H	0.103	0.087	0.084	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
