MS	C1	0	6.202490792727586
MS	C2	0	8.114262545055153
MS	C3	0	7.5432138398144515
MS	C4	0	7.419072816936039
MS	C1	1	11.734620061911738
MS	C2	1	10.753905981172272
MS	C3	1	10.592522651430334
MS	C4	1	10.592522651430336
MS	C1	2	15.134627263159139
MS	C2	2	15.742918275263364
MS	C3	2	16.475350310246004
MS	C4	2	17.021570810911026
MS	C1	3	24.69202919917585
MS	C2	3	24.071324084783782
MS	C3	3	23.487861277255238
MS	C4	3	23.103024106332157
MS	C1	4	26.180264648095683
MS	C2	4	27.198221035698673
MS	C3	4	28.29066203702871
MS	C4	4	27.50857359289471
MS	C1	5	32.34240960838778
MS	C2	5	32.90104421134064
MS	C3	5	32.6775903701595
MS	C4	5	33.285881382263725
MS	C1	6	37.79074368712901
MS	C2	6	38.41144880152107
MS	C3	6	38.82111417701984
MS	C4	6	38.97008340447394
MS	C1	7	45.132228364766036
MS	C2	7	43.654950192512906
MS	C3	7	44.11427197716304
MS	C4	7	44.13910018173873
MS	C1	8	48.97914324837573
MS	C2	8	48.420508645422856
MS	C3	8	48.69361889575537
MS	C4	8	49.140526578117665
MS	C1	9	53.92780971003134
MS	C2	9	54.01470842604621
MS	C3	9	53.766426380289396
MS	C4	9	53.45607382309337
MS	C1	10	61.40274598726266
MS	C2	10	61.65102803301947
MS	C3	10	61.03032291862741
MS	C4	10	61.00549471405174
MS	C1	11	68.16697490851507
MS	C2	11	66.96280698659444
MS	C3	11	66.95039288430661
MS	C4	11	67.22350313463913
MS	C1	12	74.58360896570792
MS	C2	12	74.29808461308755
MS	C3	12	74.40981153367814
MS	C4	12	73.35461283921163
MS	C1	13	77.92464918108809
MS	C2	13	77.80050815820965
MS	C3	13	79.84883503570349
MS	C4	13	79.50124017164393
MS	C1	14	84.10231176923999
MS	C2	14	84.69818867905636
MS	C3	14	84.97129892938888
MS	C4	14	85.20716687285785
MS	C1	15	89.58478462927278
MS	C2	15	91.29793074499487
MS	C3	15	91.59586919990306
MS	C4	15	90.63998332373927
MS	C1	16	94.35655013332665
MS	C2	16	95.84624240786759
MS	C3	16	97.67111544418027
MS	C4	16	97.01316802292467
MS	C1	17	102.20080595362126
MS	C2	17	103.42980208011753
MS	C3	17	103.74015463731357
MS	C4	17	103.38014567096616
MS	C1	18	108.99917365616523
MS	C2	18	110.83646079476573
MS	C3	18	109.71919158886001
MS	C4	18	109.83091850945057
MS	C1	19	114.12784460099454
MS	C2	19	114.28922793073644
MS	C3	19	114.36371254446351
MS	C4	19	115.76650610298957
MS	C1	20	121.2241507584467
MS	C2	20	121.94416869114147
MS	C3	20	120.5041328257519
MS	C4	20	121.42277639505214
MS	C1	21	126.48316977729834
MS	C2	21	126.49558387958615
MS	C3	21	127.761822312946
MS	C4	21	127.09146078940255
MS	C1	22	131.6956359125706
MS	C2	22	131.78253462858544
MS	C3	22	131.23631412792045
MS	C4	22	131.48459617367726
MS	C1	23	138.66780104714434
MS	C2	23	137.51328953437505
MS	C3	23	137.35190620463314
MS	C4	23	137.0415536474371
MS	C1	24	143.88337070798855
MS	C2	24	145.13719503906046
MS	C3	24	144.70270145898604
MS	C4	24	144.00751173086692
MS	C1	25	150.57932206665782
MS	C2	25	150.84001821470244
MS	C3	25	149.3503259401615
MS	C4	25	149.2634272241466
MS	C1	26	158.18770994348344
MS	C2	26	155.59316256532455
MS	C3	26	155.79178820193002
MS	C4	26	155.95317153167196
MS	C1	27	162.5529135976105
MS	C2	27	160.75286876587347
MS	C3	27	161.6590982328859
MS	C4	27	157.67417139848882
MS	C1	28	166.7598374475676
MS	C2	28	165.74188105996456
MS	C3	28	168.3612566426991
MS	C4	28	165.66739644623752
MS	C1	29	173.92131764203094
MS	C2	29	171.25228565014498
MS	C3	29	173.15164330018473
MS	C4	29	171.15297283184228
MS	C1	30	179.58069145966547
MS	C2	30	177.33373894556613
MS	C3	30	179.9034581191493
MS	C4	30	176.70061972888624
MS	C1	31	186.3418168553459
MS	C2	31	183.10173615821927
MS	C3	31	186.2921604461945
MS	C4	31	183.67278486345998
MS	C1	32	190.9801307598055
MS	C2	32	188.1497154381776
MS	C3	32	192.1470563748625
MS	C4	32	187.69039365352748
MS	C1	33	195.7332751104276
MS	C2	33	193.16355593684438
MS	C3	33	195.95672895160865
MS	C4	33	193.44908028946475
MS	C1	34	203.37890529411675
MS	C2	34	199.58018999403723
MS	C3	34	205.51413088762536
MS	C4	34	199.7415733237792
MS	C1	35	210.53417843743617
MS	C2	35	205.53129521543602
MS	C3	35	212.30939506459737
MS	C4	35	206.31338365957006
MS	C1	36	212.52828855458554
MS	C2	36	210.69100141598494
MS	C3	36	212.41656163399486
MS	C4	36	211.28687832580135
MS	C1	37	218.507325506132
MS	C2	37	216.1983024805934
MS	C3	37	219.12803062052393
MS	C4	37	216.40934221948675
MS	C1	38	225.0294794327715
MS	C2	38	222.18665000885574
MS	C3	38	224.73154097786318
MS	C4	38	222.21147821343143
MS	C1	39	231.27541958350653
MS	C2	39	227.38980556741208
MS	C3	39	233.48512979074215
MS	C4	39	228.5939734893327
MS	C1	40	235.98821810169315
MS	C2	40	233.74126558759377
MS	C3	40	237.56480909224888
MS	C4	40	233.36884251895856
MS	C1	41	241.66621307275943
MS	C2	41	238.63717211452607
MS	C3	41	241.34344641327544
MS	C4	41	238.252334943603
MS	C1	42	246.21452473563215
MS	C2	42	244.98552860913577
MS	C3	42	249.25597979615318
MS	C4	42	244.8986298931209
MS	C1	43	252.47598251422698
MS	C2	43	250.58903896647502
MS	C3	43	252.83599148057428
