































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.487	0.078	0.078	0.469	0.473	0.436	0.38	0.335	0.323	0.294	0.213	0.083
B	0.261	0.09	0.079	0.079	0.079	0.078	0.078	0.078	0.078	0.078	0.078	0.078
C	0.63	0.086	0.084	0.347	0.326	0.352	0.355	0.348	0.329	0.366	0.327	0.348
D	0.257	0.113	0.118	0.118	0.118	0.086	0.086	0.086	0.086	0.086	0.086	0.086
E	0.512	0.077	0.078	0.497	0.487	0.493	0.454	0.402	0.404	0.364	0.356	0.61
F	0.278	0.204	0.1	0.084	0.083	0.077	0.077	0.077	0.077	0.077	0.077	0.077
G	0.527	0.077	0.077	0.257	0.266	0.15	0.153	0.168	0.205	0.156	0.13	0.123
H	0.193	0.128	0.079	0.079	0.079	0.077	0.077	0.077	0.077	0.077	0.077	0.077
