































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.431	0.081	0.077	0.256	0.293	0.445	0.23	0.245	0.169	0.152	0.083	0.081
B	0.085	0.083	0.082	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081
C	0.437	0.077	0.077	0.196	0.21	0.239	0.195	0.183	0.21	0.146	0.111	0.081
D	0.141	0.079	0.08	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
E	0.436	0.075	0.078	0.402	0.362	0.356	0.369	0.338	0.428	0.335	0.272	0.092
F	0.321	0.079	0.08	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075
G	0.449	0.076	0.075	0.198	0.21	0.207	0.225	0.212	0.205	0.205	0.204	0.226
H	0.16	0.124	0.082	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
