































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.505	0.079	0.078	0.409	0.363	0.263	0.293	0.263	0.228	0.217	0.104	0.079
B	0.079	0.08	0.08	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079
C	0.483	0.077	0.077	0.404	0.372	0.37	0.421	0.332	0.278	0.079	0.091	0.08
D	0.087	0.079	0.079	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
E	0.487	0.076	0.076	0.41	0.296	0.358	0.348	0.326	0.326	0.267	0.113	0.083
F	0.088	0.081	0.08	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076
G	0.465	0.077	0.077	0.31	0.254	0.292	0.263	0.279	0.276	0.266	0.201	0.172
H	0.122	0.08	0.081	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
