































Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.503	0.078	0.078	0.467	0.476	0.467	0.441	0.41	0.404	0.397	0.361	0.507
B	0.458	0.412	0.275	0.21	0.076	0.078	0.078	0.078	0.078	0.078	0.078	0.078
C	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
D	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077
E	0.482	0.079	0.077	0.487	0.493	0.499	0.493	0.471	0.418	0.481	0.373	0.302
F	0.307	0.238	0.18	0.154	0.076	0.079	0.079	0.079	0.079	0.079	0.079	0.079
G	0.482	0.078	0.077	0.271	0.273	0.29	0.274	0.286	0.268	0.256	0.216	0.147
H	0.225	0.206	0.155	0.094	0.077	0.078	0.078	0.078	0.078	0.078	0.078	0.078
